1,4.146846413095811
5,3.0067567567567566
47,4.106420404573439
50,4.517106001121705
104,3.526392961876833
111,4.183870967741935
150,4.073541167066347
153,2.642213642213642
186,2.7630331753554502
215,3.80625
232,4.07514450867052
236,3.303680981595092
246,4.18854748603352
247,3.8658280922431865
260,4.453694416583082
293,4.106175514626218
296,4.278212805158913
300,3.7588652482269502
306,4.227544910179641
318,4.554557700942973
319,3.8937728937728937
337,3.8412698412698414
339,3.49925705794948
350,3.392233009708738
357,3.7437145174371453
364,3.8608385370205176
377,3.5654545454545454
434,3.0845481049562684
494,3.3461538461538463
520,2.93048128342246
529,3.977777777777778
541,4.273333333333333
587,3.49644128113879
588,3.788304959289415
593,4.3518231186966645
599,4.087121212121212
608,4.254675686430561
628,3.8969072164948453
661,3.4647619047619047
741,4.089171974522293
745,4.52054794520548
757,3.75
778,3.9600532623169107
780,3.5104046242774567
858,4.524966261808367
904,4.476190476190476
914,4.154088050314465
924,4.068764568764569
946,3.8509316770186337
954,4.240208877284595
1028,3.894164193867458
1036,4.121848739495798
1042,3.481060606060606
1059,3.4008350730688934
1061,3.550802139037433
1079,3.971342383107089
1080,4.018358531317495
1088,3.3114992721979624
1089,4.13582208101668
1103,3.9228855721393034
1120,3.5833333333333335
1131,4.324074074074074
1153,3.4285714285714284
1172,4.287804878048781
1176,3.937984496124031
1197,4.3037100949094045
1199,4.097480832420591
1200,4.125824175824176
1209,4.023121387283237
1210,4.022892819979188
1211,4.1115702479338845
1219,4.218527315914489
1232,3.6346153846153846
1242,4.193345323741007
1245,4.005586592178771
1250,4.386993603411514
1256,4.21043771043771
1258,4.104875804967802
1259,4.0969187675070025
1260,4.3019480519480515
1265,3.953028972783143
1272,4.266666666666667
1273,3.9657534246575343
1274,3.933628318584071
1281,4.032407407407407
1283,4.1786600496277915
1291,4.133292383292384
1358,4.208156329651657
1376,3.6563055062166963
1517,3.7103734439834026
1572,3.730769230769231
1610,4.052058111380146
1617,4.219405594405594
1635,3.8007889546351086
1639,3.7784679089026914
1704,4.176356589147287
1721,3.5834411384217333
1729,3.6892265193370166
1732,3.7383773928896993
1801,3.0434782608695654
